Cycle,Time,XT,RER,H3,EE in cal/min,EE cal/min/kg lbm,VO2(3),VCO2(3),VO2 norm,VCO2 norm,Gox,Lox,Gox normalized,Lox normalized
night2,0:30,55,0.94,0.551,9.183333333,379.476584,111,104,4586.77686,4297.520661,171.21,11.69,7074.793388,483.0578512
night2,0:39,21,0.912,0.486,8.1,334.7107438,98,90,4049.586777,3719.008264,157,13.36,6487.603306,552.0661157
night2,0:48,78,0.831,0.456,7.6,314.0495868,94,78,3884.297521,3223.140496,177.32,26.72,7327.272727,1104.132231
night2,0:57,323,0.805,0.525,8.75,361.5702479,109,88,4504.132231,3636.363636,213.47,35.07,8821.07438,1449.173554
night2,1:06,198,0.843,0.531,8.85,365.7024793,109,92,4504.132231,3801.652893,200.63,28.39,8290.495868,1173.140496
night2,1:15,1176,0.906,0.582,9.7,400.8264463,118,107,4876.033058,4421.487603,193.43,18.37,7992.975207,759.0909091
night2,1:24,1118,0.925,0.6,10,413.2231405,121,112,5000,4628.099174,191.03,15.03,7893.801653,621.0743802
night2,1:33,668,0.92,0.588,9.8,404.9586777,118,109,4876.033058,4504.132231,187.01,15.03,7727.68595,621.0743802
night2,1:42,281,0.912,0.545,9.083333333,375.3443526,110,100,4545.454545,4132.231405,179.5,16.7,7417.355372,690.0826446
night2,1:51,18,0.888,0.489,8.15,336.7768595,99,88,4090.909091,3636.363636,167.97,18.37,6940.909091,759.0909091
night2,2:00,0,0.818,0.454,7.566666667,312.6721763,94,77,3884.297521,3181.818182,180.53,28.39,7459.917355,1173.140496
night2,2:09,123,0.785,0.472,7.866666667,325.0688705,98,77,4049.586777,3181.818182,198.73,35.07,8211.983471,1449.173554
night2,2:18,217,0.789,0.493,8.216666667,339.5316805,102,81,4214.876033,3347.107438,204.09,35.07,8433.471074,1449.173554
night2,2:27,1012,0.814,0.583,9.716666667,401.5151515,120,98,4958.677686,4049.586777,231.42,36.74,9562.809917,1518.181818
night2,2:36,545,0.865,0.607,10.11666667,418.0440773,124,107,5123.966942,4421.487603,220.73,28.39,9121.07438,1173.140496
night2,2:45,17,0.892,0.529,8.816666667,364.3250689,107,96,4421.487603,3966.942149,178.69,18.37,7383.884298,759.0909091
night2,2:54,9,0.901,0.498,8.3,342.9752066,101,91,4173.553719,3760.330579,167.44,16.7,6919.008264,690.0826446
night2,3:03,42,0.884,0.497,8.283333333,342.2865014,101,89,4173.553719,3677.68595,173.86,20.04,7184.297521,828.0991736
night2,3:12,9,0.868,0.447,7.45,307.8512397,91,79,3760.330579,3264.46281,160.46,20.04,6630.578512,828.0991736
night2,3:21,281,0.829,0.484,8.066666667,333.3333333,100,83,4132.231405,3429.752066,188.57,28.39,7792.14876,1173.140496
night2,3:30,21,0.861,0.496,8.266666667,341.5977962,101,87,4173.553719,3595.041322,180.28,23.38,7449.586777,966.1157025
night2,3:39,2,0.9,0.442,7.366666667,304.4077135,90,81,3719.008264,3347.107438,149.49,15.03,6177.272727,621.0743802
night2,3:48,71,0.918,0.448,7.466666667,308.5399449,90,83,3719.008264,3429.752066,143.07,11.69,5911.983471,483.0578512
night2,3:57,257,0.922,0.472,7.866666667,325.0688705,95,88,3925.619835,3636.363636,149.77,11.69,6188.842975,483.0578512
night2,4:06,628,0.91,0.576,9.6,396.6942149,116,106,4793.38843,4380.165289,187.54,16.7,7749.586777,690.0826446
night2,4:15,1100,0.948,0.61,10.16666667,420.110193,122,116,5041.322314,4793.38843,182.74,10.02,7551.239669,414.0495868
night2,4:24,927,0.963,0.602,10.03333333,414.6005508,120,116,4958.677686,4793.38843,173.64,6.68,7175.206612,276.0330579
night2,4:33,505,0.959,0.562,9.366666667,387.0523416,112,108,4628.099174,4462.809917,162.92,6.68,6732.231405,276.0330579
night2,4:42,215,0.964,0.533,8.883333333,367.0798898,106,103,4380.165289,4256.198347,151.67,5.01,6267.355372,207.0247934
night2,4:51,12,0.961,0.505,8.416666667,347.7961433,101,97,4173.553719,4008.264463,148.18,6.68,6123.140496,276.0330579
night2,5:00,13,0.923,0.48,8,330.5785124,97,89,4008.264463,3677.68595,155.66,13.36,6432.231405,552.0661157
night2,5:09,142,0.925,0.476,7.933333333,327.8236914,96,89,3966.942149,3677.68595,151.11,11.69,6244.214876,483.0578512
night2,5:18,777,0.898,0.558,9.3,384.2975207,113,102,4669.421488,4214.876033,186.73,18.37,7716.115702,759.0909091
night2,5:27,1186,0.944,0.621,10.35,427.6859504,124,118,5123.966942,4876.033058,185.42,10.02,7661.983471,414.0495868
night2,5:36,733,0.947,0.592,9.866666667,407.7134986,119,112,4917.355372,4628.099174,181.93,11.69,7517.768595,483.0578512
night2,5:45,800,0.94,0.559,9.316666667,384.9862259,112,106,4628.099174,4380.165289,169.34,10.02,6997.520661,414.0495868
night2,5:54,750,0.919,0.559,9.316666667,384.9862259,113,104,4669.421488,4297.520661,180.31,15.03,7450.826446,621.0743802
night2,6:03,375,0.881,0.563,9.383333333,387.7410468,114,101,4710.743802,4173.553719,194.49,21.71,8036.77686,897.107438
night2,6:12,781,0.913,0.546,9.1,376.0330579,110,101,4545.454545,4173.553719,176.29,15.03,7284.710744,621.0743802
night2,6:21,202,0.946,0.534,8.9,367.768595,107,101,4421.487603,4173.553719,162.64,10.02,6720.661157,414.0495868
night2,6:30,7,0.954,0.481,8.016666667,331.2672176,96,92,3966.942149,3801.652893,141.48,6.68,5846.280992,276.0330579
night2,6:39,24,0.924,0.466,7.766666667,320.9366391,94,87,3884.297521,3595.041322,148.43,11.69,6133.471074,483.0578512
night2,6:48,14,0.938,0.459,7.65,316.1157025,92,86,3801.652893,3553.719008,142.54,10.02,5890.082645,414.0495868
night2,6:57,132,0.896,0.479,7.983333333,329.8898071,97,87,4008.264463,3595.041322,162.08,16.7,6697.520661,690.0826446
day2,7:06,92,0.898,0.509,8.483333333,350.5509642,103,93,4256.198347,3842.975207,170.12,16.7,7029.752066,690.0826446
day2,7:15,44,0.93,0.454,7.566666667,312.6721763,91,85,3760.330579,3512.396694,141.2,10.02,5834.710744,414.0495868
day2,7:24,8,0.968,0.442,7.366666667,304.4077135,88,85,3636.363636,3512.396694,127.55,5.01,5270.661157,207.0247934
day2,7:33,48,0.934,0.431,7.183333333,296.8319559,87,81,3595.041322,3347.107438,135.84,10.02,5613.22314,414.0495868
day2,7:42,29,0.92,0.411,6.85,283.0578512,83,76,3429.752066,3140.495868,133.69,11.69,5524.380165,483.0578512
day2,7:51,247,0.864,0.502,8.366666667,345.7300276,102,89,4214.876033,3677.68595,178.41,21.71,7372.31405,897.107438
day2,8:00,3,0.912,0.487,8.116666667,335.399449,98,90,4049.586777,3719.008264,157,13.36,6487.603306,552.0661157
day2,8:09,6,0.875,0.458,7.633333333,315.4269972,93,82,3842.975207,3388.429752,159.93,18.37,6608.677686,759.0909091
day2,8:18,32,0.869,0.432,7.2,297.5206612,88,77,3636.363636,3181.818182,153.23,18.37,6331.818182,759.0909091
day2,8:27,9,0.882,0.41,6.833333333,282.369146,83,73,3429.752066,3016.528926,143.32,16.7,5922.31405,690.0826446
day2,8:36,130,0.848,0.422,7.033333333,290.6336088,86,73,3553.719008,3016.528926,156.97,21.71,6486.363636,897.107438
day2,8:45,438,0.864,0.543,9.05,373.9669421,111,96,4586.77686,3966.942149,196.89,25.05,8135.950413,1035.123967
day2,8:54,95,0.925,0.547,9.116666667,376.7217631,110,102,4545.454545,4214.876033,173.08,13.36,7152.066116,552.0661157
day2,9:03,15,0.936,0.485,8.083333333,334.0220386,98,91,4049.586777,3760.330579,153.79,11.69,6354.958678,483.0578512
day2,9:12,20,0.926,0.433,7.216666667,298.2093664,87,81,3595.041322,3347.107438,135.84,10.02,5613.22314,414.0495868
day2,9:21,18,0.903,0.421,7.016666667,289.9449036,85,77,3512.396694,3181.818182,139.58,13.36,5767.768595,552.0661157
day2,9:30,163,0.851,0.426,7.1,293.3884298,87,74,3595.041322,3057.85124,158.31,21.71,6541.735537,897.107438
day2,9:39,40,0.87,0.439,7.316666667,302.3415978,90,78,3719.008264,3223.140496,159.12,20.04,6575.206612,828.0991736
day2,9:48,205,0.862,0.406,6.766666667,279.6143251,83,72,3429.752066,2975.206612,146.53,18.37,6054.958678,759.0909091
day2,9:57,83,0.823,0.436,7.266666667,300.2754821,90,74,3719.008264,3057.85124,171.96,26.72,7105.785124,1104.132231
day2,10:06,173,0.839,0.41,6.833333333,282.369146,84,71,3471.07438,2933.884298,154.29,21.71,6375.619835,897.107438
day2,10:15,18,0.81,0.381,6.35,262.3966942,79,64,3264.46281,2644.628099,154.01,25.05,6364.049587,1035.123967
day2,10:24,67,0.791,0.389,6.483333333,267.9063361,81,64,3347.107438,2644.628099,163.11,28.39,6740.082645,1173.140496
day2,10:33,359,0.772,0.549,9.15,378.0991736,114,88,4710.743802,3636.363636,236.22,43.42,9761.157025,1794.214876
day2,10:42,493,0.865,0.55,9.166666667,378.7878788,112,97,4628.099174,4008.264463,198.23,25.05,8191.322314,1035.123967
day2,10:51,336,0.883,0.515,8.583333333,354.6831956,105,92,4338.842975,3801.652893,182.43,21.71,7538.429752,897.107438
day2,11:00,58,0.903,0.497,8.283333333,342.2865014,101,91,4173.553719,3760.330579,167.44,16.7,6919.008264,690.0826446
day2,11:09,7,0.885,0.451,7.516666667,310.6060606,92,81,3801.652893,3347.107438,158.59,18.37,6553.305785,759.0909091
day2,11:18,47,0.847,0.428,7.133333333,294.7658402,88,74,3636.363636,3057.85124,162.86,23.38,6729.752066,966.1157025
day2,11:27,9,0.821,0.4,6.666666667,275.4820937,83,68,3429.752066,2809.917355,159.37,25.05,6585.53719,1035.123967
day2,11:36,62,0.809,0.383,6.383333333,263.7741047,79,64,3264.46281,2644.628099,154.01,25.05,6364.049587,1035.123967
day2,11:45,11,0.789,0.378,6.3,260.3305785,79,62,3264.46281,2561.983471,160.43,28.39,6629.338843,1173.140496
day2,11:54,190,0.763,0.471,7.85,324.3801653,99,75,4090.909091,3099.173554,209.7,40.08,8665.289256,1656.198347
day2,12:03,4,0.826,0.453,7.55,311.9834711,93,77,3842.975207,3181.818182,175.98,26.72,7271.900826,1104.132231
day2,12:12,321,0.83,0.49,8.166666667,337.4655648,101,84,4173.553719,3471.07438,189.91,28.39,7847.520661,1173.140496
day2,12:21,368,0.908,0.528,8.8,363.6363636,107,97,4421.487603,4008.264463,175.48,16.7,7251.239669,690.0826446
day2,12:30,41,0.911,0.463,7.716666667,318.8705234,93,85,3842.975207,3512.396694,150.3,13.36,6210.743802,552.0661157
day2,12:39,11,0.903,0.403,6.716666667,277.5482094,82,74,3388.429752,3057.85124,135.56,13.36,5601.652893,552.0661157
day2,12:48,3,0.846,0.393,6.55,270.661157,81,68,3347.107438,2809.917355,150.27,21.71,6209.504132,897.107438
day2,12:57,5,0.805,0.381,6.35,262.3966942,79,63,3264.46281,2603.305785,157.22,26.72,6496.694215,1104.132231
day2,13:06,17,0.799,0.383,6.383333333,263.7741047,79,63,3264.46281,2603.305785,157.22,26.72,6496.694215,1104.132231
day2,13:15,11,0.794,0.404,6.733333333,278.2369146,84,66,3471.07438,2727.272727,170.34,30.06,7038.842975,1242.14876
day2,13:24,10,0.765,0.406,6.766666667,279.6143251,85,65,3512.396694,2685.950413,178.1,33.4,7359.504132,1380.165289
day2,13:33,240,0.787,0.416,6.933333333,286.5013774,87,68,3595.041322,2809.917355,177.57,31.73,7337.603306,1311.157025
day2,13:42,188,0.787,0.462,7.7,318.1818182,96,76,3966.942149,3140.495868,192.84,33.4,7968.595041,1380.165289
day2,13:51,355,0.789,0.53,8.833333333,365.0137741,110,87,4545.454545,3595.041322,221.23,38.41,9141.735537,1587.190083
day2,14:00,3,0.81,0.459,7.65,316.1157025,95,77,3925.619835,3181.818182,185.08,30.06,7647.933884,1242.14876
day2,14:09,19,0.809,0.441,7.35,303.7190083,91,74,3760.330579,3057.85124,176.51,28.39,7293.801653,1173.140496
day2,14:18,19,0.786,0.407,6.783333333,280.3030303,85,66,3512.396694,2727.272727,174.89,31.73,7226.859504,1311.157025
day2,14:27,32,0.781,0.377,6.283333333,259.6418733,79,61,3264.46281,2520.661157,163.64,30.06,6761.983471,1242.14876
day2,14:36,29,0.776,0.365,6.083333333,251.3774105,76,59,3140.495868,2438.016529,156.41,28.39,6463.22314,1173.140496
day2,14:45,0,0.765,0.389,6.483333333,267.9063361,81,62,3347.107438,2561.983471,169.53,31.73,7005.371901,1311.157025
day2,14:54,11,0.745,0.403,6.716666667,277.5482094,85,63,3512.396694,2603.305785,184.52,36.74,7624.793388,1518.181818
day2,15:03,10,0.733,0.384,6.4,264.4628099,81,59,3347.107438,2438.016529,179.16,36.74,7403.305785,1518.181818
day2,15:12,133,0.739,0.373,6.216666667,256.8870524,78,58,3223.140496,2396.694215,168.72,33.4,6971.900826,1380.165289
day2,15:21,285,0.738,0.537,8.95,369.8347107,113,83,4669.421488,3429.752066,247.72,50.1,10236.36364,2070.247934
day2,15:30,17,0.77,0.508,8.466666667,349.862259,106,82,4380.165289,3388.429752,219.08,40.08,9052.892562,1656.198347
day2,15:39,13,0.837,0.424,7.066666667,292.0110193,87,73,3595.041322,3016.528926,161.52,23.38,6674.380165,966.1157025
day2,15:48,11,0.889,0.409,6.816666667,281.6804408,83,74,3429.752066,3057.85124,140.11,15.03,5789.669421,621.0743802
day2,15:57,23,0.921,0.386,6.433333333,265.8402204,78,72,3223.140496,2975.206612,123.78,10.02,5114.876033,414.0495868
day2,16:06,26,0.914,0.386,6.433333333,265.8402204,78,71,3223.140496,2933.884298,126.99,11.69,5247.520661,483.0578512
day2,16:15,200,0.938,0.383,6.383333333,263.7741047,77,72,3181.818182,2975.206612,119.23,8.35,4926.859504,345.0413223
day2,16:24,19,0.926,0.452,7.533333333,311.2947658,91,84,3760.330579,3471.07438,144.41,11.69,5967.355372,483.0578512
day2,16:33,4,0.944,0.415,6.916666667,285.8126722,83,79,3429.752066,3264.46281,124.06,6.68,5126.446281,276.0330579
day2,16:42,16,0.958,0.403,6.716666667,277.5482094,81,77,3347.107438,3181.818182,121.38,6.68,5015.702479,276.0330579
day2,16:51,136,0.977,0.391,6.516666667,269.2837466,78,76,3223.140496,3140.495868,110.94,3.34,4584.297521,138.0165289
day2,17:00,325,0.942,0.517,8.616666667,356.0606061,104,98,4297.520661,4049.586777,158.62,10.02,6554.545455,414.0495868
day2,17:09,624,0.974,0.568,9.466666667,391.184573,113,110,4669.421488,4545.454545,161.05,5.01,6654.958678,207.0247934
day2,17:18,105,0.971,0.539,8.983333333,371.2121212,108,104,4462.809917,4297.520661,157.56,6.68,6510.743802,276.0330579
day2,17:27,13,0.981,0.465,7.75,320.2479339,93,91,3842.975207,3760.330579,131.04,3.34,5414.876033,138.0165289
day2,17:36,12,0.95,0.431,7.183333333,296.8319559,86,82,3553.719008,3388.429752,128.08,6.68,5292.561983,276.0330579
day2,17:45,7,0.935,0.429,7.15,295.4545455,86,81,3553.719008,3347.107438,131.29,8.35,5425.206612,345.0413223
day2,17:54,3,0.906,0.398,6.633333333,274.1046832,80,73,3305.785124,3016.528926,129.67,11.69,5358.264463,483.0578512
day2,18:03,229,0.867,0.425,7.083333333,292.6997245,87,75,3595.041322,3099.173554,155.1,20.04,6409.090909,828.0991736
day2,18:12,157,0.892,0.522,8.7,359.5041322,106,94,4380.165289,3884.297521,180.56,20.04,7461.157025,828.0991736
day2,18:21,15,0.935,0.51,8.5,351.2396694,103,96,4256.198347,3966.942149,160.49,11.69,6631.818182,483.0578512
day2,18:30,0,0.958,0.462,7.7,318.1818182,92,88,3801.652893,3636.363636,136.12,6.68,5624.793388,276.0330579
day2,18:39,17,0.956,0.452,7.533333333,311.2947658,90,86,3719.008264,3553.719008,133.44,6.68,5514.049587,276.0330579
day2,18:48,182,0.964,0.454,7.566666667,312.6721763,91,87,3760.330579,3595.041322,134.78,6.68,5569.421488,276.0330579
day2,18:57,119,0.992,0.522,8.7,359.5041322,104,103,4297.520661,4256.198347,142.57,1.67,5891.322314,69.00826446
,19:06,290,1.005,0.533,8.883333333,367.0798898,106,106,4380.165289,4380.165289,142.04,0,5869.421488,0
,19:15,250,1.015,0.559,9.316666667,384.9862259,110,112,4545.454545,4628.099174,140.98,-3.34,5825.619835,-138.0165289
,19:24,1820,0.975,0.646,10.76666667,444.9035814,129,126,5330.578512,5206.61157,182.49,5.01,7540.909091,207.0247934
,19:33,830,0.986,0.656,10.93333333,451.7906335,130,129,5371.900826,5330.578512,177.41,1.67,7330.991736,69.00826446
,19:42,211,1.003,0.613,10.21666667,422.1763087,121,122,5000,5041.322314,158.93,-1.67,6567.355372,-69.00826446
,19:51,294,0.957,0.557,9.283333333,383.6088154,111,107,4586.77686,4421.487603,161.58,6.68,6676.859504,276.0330579
,20:00,185,0.928,0.615,10.25,423.553719,124,115,5123.966942,4752.066116,195.05,15.03,8059.917355,621.0743802
,20:09,171,0.941,0.552,9.2,380.1652893,111,104,4586.77686,4297.520661,171.21,11.69,7074.793388,483.0578512
,20:18,1805,0.944,0.626,10.43333333,431.1294764,126,118,5206.61157,4876.033058,194.52,13.36,8038.016529,552.0661157
,20:27,1369,0.929,0.689,11.48333333,474.5179062,139,129,5743.801653,5330.578512,218.36,16.7,9023.140496,690.0826446
,20:36,1100,0.909,0.649,10.81666667,446.9696971,131,119,5413.22314,4917.355372,214.06,20.04,8845.454545,828.0991736
,20:45,671,0.913,0.599,9.983333333,412.5344352,121,111,5000,4586.77686,194.24,16.7,8026.446281,690.0826446
,20:54,1329,0.883,0.599,9.983333333,412.5344352,122,108,5041.322314,4462.809917,208.42,23.38,8612.396694,966.1157025
,21:03,191,0.853,0.596,9.933333333,410.4683195,122,104,5041.322314,4297.520661,221.26,30.06,9142.975207,1242.14876
,21:12,753,0.868,0.568,9.466666667,391.184573,116,101,4793.38843,4173.553719,203.59,25.05,8412.809917,1035.123967
,21:21,992,0.93,0.627,10.45,431.8181818,126,117,5206.61157,4834.710744,197.73,15.03,8170.661157,621.0743802
,21:30,869,0.971,0.596,9.933333333,410.4683195,119,115,4917.355372,4752.066116,172.3,6.68,7119.834711,276.0330579
,21:39,84,0.985,0.572,9.533333333,393.9393939,114,112,4710.743802,4628.099174,159.18,3.34,6577.68595,138.0165289
,21:48,22,0.986,0.532,8.866666667,366.3911846,106,104,4380.165289,4297.520661,148.46,3.34,6134.710744,138.0165289
,21:57,232,0.979,0.503,8.383333333,346.4187328,100,98,4132.231405,4049.586777,140.42,3.34,5802.479339,138.0165289
,22:06,12,0.978,0.548,9.133333333,377.4104683,109,107,4504.132231,4421.487603,152.48,3.34,6300.826446,138.0165289
,22:15,3,0.986,0.475,7.916666667,327.1349862,94,93,3884.297521,3842.975207,129.17,1.67,5337.603306,69.00826446
,22:24,497,0.957,0.507,8.45,349.1735537,101,97,4173.553719,4008.264463,148.18,6.68,6123.140496,276.0330579
,22:33,1488,1.001,0.597,9.95,411.1570248,118,118,4876.033058,4876.033058,158.12,0,6533.884298,0
,22:42,1446,1.005,0.653,10.88333333,449.7245178,129,130,5330.578512,5371.900826,169.65,-1.67,7010.330579,-69.00826446
,22:51,563,1.012,0.633,10.55,435.9504132,125,127,5165.289256,5247.933884,161.08,-3.34,6656.198347,-138.0165289
,23:00,671,1.034,0.608,10.13333333,418.7327822,120,124,4958.677686,5123.966942,147.96,-6.68,6114.049587,-276.0330579
,23:09,649,1.003,0.566,9.433333333,389.8071625,112,112,4628.099174,4628.099174,150.08,0,6201.652893,0
,23:18,16,0.992,0.522,8.7,359.5041322,104,103,4297.520661,4256.198347,142.57,1.67,5891.322314,69.00826446
,23:27,11,0.977,0.453,7.55,311.9834711,90,88,3719.008264,3636.363636,127.02,3.34,5248.760331,138.0165289
,23:36,763,0.937,0.553,9.216666667,380.8539945,111,104,4586.77686,4297.520661,171.21,11.69,7074.793388,483.0578512
,23:45,1226,0.954,0.611,10.18333333,420.7988979,122,117,5041.322314,4834.710744,179.53,8.35,7418.595041,345.0413223
,23:54,895,0.974,0.613,10.21666667,422.1763087,122,119,5041.322314,4917.355372,173.11,5.01,7153.305785,207.0247934
,0:03,161,0.969,0.561,9.35,386.3636364,112,108,4628.099174,4462.809917,162.92,6.68,6732.231405,276.0330579
,0:12,163,0.95,0.517,8.616666667,356.0606061,104,98,4297.520661,4049.586777,158.62,10.02,6554.545455,414.0495868
,0:21,44,0.927,0.488,8.133333333,336.0881543,98,91,4049.586777,3760.330579,153.79,11.69,6354.958678,483.0578512
,0:30,113,0.877,0.583,9.716666667,401.5151515,119,104,4917.355372,4297.520661,207.61,25.05,8578.92562,1035.123967
,0:39,33,0.946,0.538,8.966666667,370.523416,108,102,4462.809917,4214.876033,163.98,10.02,6776.033058,414.0495868
,0:48,23,0.964,0.523,8.716666667,360.1928375,104,101,4297.520661,4173.553719,148.99,5.01,6156.61157,207.0247934
,0:57,33,0.966,0.543,9.05,373.9669421,108,105,4462.809917,4338.842975,154.35,5.01,6378.099174,207.0247934
,1:06,8,0.989,0.503,8.383333333,346.4187328,100,99,4132.231405,4090.909091,137.21,1.67,5669.834711,69.00826446
,1:15,652,0.986,0.483,8.05,332.6446281,96,95,3966.942149,3925.619835,131.85,1.67,5448.347107,69.00826446
,1:24,1346,0.99,0.587,9.783333333,404.2699724,117,115,4834.710744,4752.066116,163.2,3.34,6743.801653,138.0165289
,1:33,679,1.004,0.603,10.05,415.2892562,119,120,4917.355372,4958.677686,156.25,-1.67,6456.61157,-69.00826446
,1:42,595,0.986,0.565,9.416666667,389.1184573,112,111,4628.099174,4586.77686,153.29,1.67,6334.297521,69.00826446
,1:51,890,0.958,0.559,9.316666667,384.9862259,112,107,4628.099174,4421.487603,166.13,8.35,6864.876033,345.0413223
,2:00,122,0.999,0.544,9.066666667,374.6556474,108,108,4462.809917,4462.809917,144.72,0,5980.165289,0
,2:09,14,0.982,0.489,8.15,336.7768595,97,96,4008.264463,3966.942149,133.19,1.67,5503.719008,69.00826446
,2:18,0,0.939,0.456,7.6,314.0495868,92,86,3801.652893,3553.719008,142.54,10.02,5890.082645,414.0495868
,2:27,42,0.903,0.455,7.583333333,313.3608815,92,83,3801.652893,3429.752066,152.17,15.03,6288.016529,621.0743802
,2:36,317,0.89,0.532,8.866666667,366.3911846,108,96,4462.809917,3966.942149,183.24,20.04,7571.900826,828.0991736
,2:45,16,0.92,0.496,8.266666667,341.5977962,100,92,4132.231405,3801.652893,159.68,13.36,6598.347107,552.0661157
,2:54,33,0.92,0.508,8.466666667,349.862259,103,94,4256.198347,3884.297521,166.91,15.03,6897.107438,621.0743802
,3:03,49,0.955,0.486,8.1,334.7107438,97,93,4008.264463,3842.975207,142.82,6.68,5901.652893,276.0330579
,3:12,48,0.951,0.488,8.133333333,336.0881543,98,93,4049.586777,3842.975207,147.37,8.35,6089.669421,345.0413223
,3:21,110,0.93,0.506,8.433333333,348.4848485,102,95,4214.876033,3925.619835,159.15,11.69,6576.446281,483.0578512
,3:30,1298,0.939,0.593,9.883333333,408.4022038,119,112,4917.355372,4628.099174,181.93,11.69,7517.768595,483.0578512
,3:39,1058,0.956,0.618,10.3,425.6198347,124,118,5123.966942,4876.033058,185.42,10.02,7661.983471,414.0495868
,3:48,1014,0.973,0.601,10.01666667,413.9118459,120,116,4958.677686,4793.38843,173.64,6.68,7175.206612,276.0330579
,3:57,74,0.983,0.561,9.35,386.3636364,112,110,4628.099174,4545.454545,156.5,3.34,6466.942149,138.0165289
,4:06,2,0.994,0.495,8.25,340.9090909,98,98,4049.586777,4049.586777,131.32,0,5426.446281,0
,4:15,6,0.963,0.504,8.4,347.107438,101,97,4173.553719,4008.264463,148.18,6.68,6123.140496,276.0330579
,4:24,172,0.962,0.514,8.566666667,353.9944904,103,99,4256.198347,4090.909091,150.86,6.68,6233.884298,276.0330579
,4:33,94,0.946,0.465,7.75,320.2479339,93,88,3842.975207,3636.363636,140.67,8.35,5812.809917,345.0413223
,4:42,191,0.907,0.462,7.7,318.1818182,93,85,3842.975207,3512.396694,150.3,13.36,6210.743802,552.0661157
,4:51,284,0.882,0.494,8.233333333,340.2203857,100,89,4132.231405,3677.68595,169.31,18.37,6996.280992,759.0909091
,5:00,1484,0.896,0.575,9.583333333,396.0055096,117,104,4834.710744,4297.520661,198.51,21.71,8202.892562,897.107438
,5:09,273,0.933,0.577,9.616666667,397.3829201,116,108,4793.38843,4462.809917,181.12,13.36,7484.297521,552.0661157
,5:18,32,0.963,0.514,8.566666667,353.9944904,103,99,4256.198347,4090.909091,150.86,6.68,6233.884298,276.0330579
,5:27,296,0.964,0.476,7.933333333,327.8236914,95,92,3925.619835,3801.652893,136.93,5.01,5658.264463,207.0247934
,5:36,447,0.978,0.536,8.933333333,369.1460055,107,104,4421.487603,4297.520661,153.01,5.01,6322.727273,207.0247934
,5:45,1172,0.964,0.564,9.4,388.4297521,113,109,4669.421488,4504.132231,164.26,6.68,6787.603306,276.0330579
,5:54,1206,0.962,0.573,9.55,394.6280992,114,110,4710.743802,4545.454545,165.6,6.68,6842.975207,276.0330579
,6:03,793,0.948,0.603,10.05,415.2892562,121,115,5000,4752.066116,181.4,10.02,7495.867769,414.0495868
,6:12,182,0.944,0.551,9.183333333,379.476584,110,104,4545.454545,4297.520661,166.66,10.02,6886.77686,414.0495868
,6:21,535,0.908,0.497,8.283333333,342.2865014,100,91,4132.231405,3760.330579,162.89,15.03,6730.991736,621.0743802
,6:30,10,0.872,0.464,7.733333333,319.5592286,95,82,3925.619835,3388.429752,169.03,21.71,6984.710744,897.107438
,6:39,26,0.825,0.417,6.95,287.1900826,86,71,3553.719008,2933.884298,163.39,25.05,6751.652893,1035.123967
,6:48,36,0.8,0.421,7.016666667,289.9449036,87,70,3595.041322,2892.561983,171.15,28.39,7072.31405,1173.140496
,6:57,27,0.783,0.445,7.416666667,306.4738292,93,73,3842.975207,3016.528926,188.82,33.4,7802.479339,1380.165289
